"province_cn","year","city","IID","province","income","industry","education","gender","age","health","non_cognitive_score","cognitive_score","comprehensive_score","city_cn.x","city_tech","city_edu","city_industry","city_cn.y","robot_install","robot_stock","company","Yangtze","region","lag_company","ln_income","ln_company","robot","cable_per_area","industry_type"
"上海市","2014",310100,3106010002110001,310000,1e+05,"9",16,1,27,2,2.17430558140343,2.40001016882767,2.61112062152866,"上海",0.0532737521996064,0.141268853671084,0.6482,"上海市",5.65690117216488,16.138240974193,4362,1,"east",4362,11.5129254649702,8.38091517312361,1.89565408680683,48.771138892212,"3"
"上海市","2014",310100,3106010001710001,310000,1e+05,"9",16,1,36,4,3.56736129959622,3.03191783328561,3.61989240277277,"上海",0.0532737521996064,0.141268853671084,0.6482,"上海市",5.65690117216488,16.138240974193,4362,1,"east",4362,11.5129254649702,8.38091517312361,1.89565408680683,48.771138892212,"3"
"上海市","2014",310100,3106010002710001,310000,40000,"9",16,0,34,3,3.20177548491921,3.54404941471242,2.92782371240581,"上海",0.0532737521996064,0.141268853671084,0.6482,"上海市",5.65690117216488,16.138240974193,4362,1,"east",4362,10.5966347330961,8.38091517312361,1.89565408680683,48.771138892212,"3"
"上海市","2014",310100,3106010001610001,310000,2e+05,"3",16,1,30,5,3.04396436203075,2.99602323256257,2.91416259422964,"上海",0.0532737521996064,0.141268853671084,0.6482,"上海市",5.65690117216488,16.138240974193,4362,1,"east",4362,12.2060726455302,8.38091517312361,1.89565408680683,48.771138892212,"2"
"上海市","2014",310100,3.103010008e+15,310000,90000,"16",15,0,40,5,3.24573984694996,3.54404941471242,3.02577265528638,"上海",0.0532737521996064,0.141268853671084,0.6482,"上海市",5.65690117216488,16.138240974193,4362,1,"east",4362,11.4075649493124,8.38091517312361,1.89565408680683,48.771138892212,"3"
"上海市","2014",310100,3106010001610002,310000,50000,"8",16,0,32,3,2.94506221597499,3.57204876532415,3.20548420420059,"上海",0.0532737521996064,0.141268853671084,0.6482,"上海市",5.65690117216488,16.138240974193,4362,1,"east",4362,10.8197782844103,8.38091517312361,1.89565408680683,48.771138892212,"3"
"上海市","2016",310100,3103020005400002,310000,50000,"3",12,1,49,4,3.58313861968179,3.5347113177089,3.24865803616585,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,10.8197782844103,8.76888532613486,2.25344989871692,63.7099234358177,"2"
"上海市","2016",310100,3101010002300002,310000,60000,"3",12,0,46,4,3.20768145861776,2.40631213103395,3.22254469249008,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,11.0020998412042,8.76888532613486,2.25344989871692,63.7099234358177,"2"
"上海市","2016",310100,3104010011010002,310000,150000,"13",22,1,49,3,2.77458089703548,3.03282450878959,2.77864986726812,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,11.9183905730784,8.76888532613486,2.25344989871692,63.7099234358177,"3"
"上海市","2016",310100,3103020005400001,310000,36000,"11",12,0,48,4,3.189943814271,2.71985910191116,2.9226692504532,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,10.4912742174382,8.76888532613486,2.25344989871692,63.7099234358177,"3"
"上海市","2016",310100,3103010002600001,310000,60000,"11",15,0,42,4,3.41536291723553,2.56511781639156,3.20585354412079,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,11.0020998412042,8.76888532613486,2.25344989871692,63.7099234358177,"3"
"上海市","2016",310100,3.103010008e+15,310000,120000,"12",15,0,42,4,3.00888360915763,3.03282450878959,2.9952166569019,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,11.6952470217642,8.76888532613486,2.25344989871692,63.7099234358177,"3"
"上海市","2016",310100,3106010002110001,310000,2e+05,"3",19,1,29,2,2.37767239480302,3.56511781639156,2.37405831211894,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,12.2060726455302,8.76888532613486,2.25344989871692,63.7099234358177,"2"
"上海市","2016",310100,3103010004200001,310000,42000,"3",9,1,56,3,3.41341810562816,1.9957455437849,2.81041486386477,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,10.6454248972655,8.76888532613486,2.25344989871692,63.7099234358177,"2"
"上海市","2016",310100,3106010000810002,310000,1e+05,"5",16,1,44,4,3.57772785918271,3.03282450878959,3.44558499424728,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,11.5129254649702,8.76888532613486,2.25344989871692,63.7099234358177,"2"
"上海市","2016",310100,3106010001610001,310000,250000,"3",16,1,32,4,2.81227141946799,3.56511781639156,2.84960848168097,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,12.4292161968444,8.76888532613486,2.25344989871692,63.7099234358177,"2"
"上海市","2016",310100,3106010001710001,310000,2e+05,"9",16,1,38,4,3.20795188074939,2.9957455437849,3.1380911328401,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,12.2060726455302,8.76888532613486,2.25344989871692,63.7099234358177,"3"
"上海市","2016",310100,3104010013410001,310000,30000,"16",12,1,29,4,3.63907805675581,2.07906169786827,3.17381928677327,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,10.3089526606443,8.76888532613486,2.25344989871692,63.7099234358177,"3"
"上海市","2016",310100,3106010002710001,310000,82000,"9",16,0,36,3,3.62454283893597,2.40631213103395,3.67024700073448,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,11.3144745262464,8.76888532613486,2.25344989871692,63.7099234358177,"3"
"上海市","2016",310100,3103010008810001,310000,120000,"13",16,0,39,3,2.38556881117271,2.40631213103395,2.84677521546159,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,11.6952470217642,8.76888532613486,2.25344989871692,63.7099234358177,"3"
"上海市","2016",310100,3106010003910001,310000,1e+05,"13",22,0,32,3,3.18674138774408,3.56511781639156,3.28869776680411,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,11.5129254649702,8.76888532613486,2.25344989871692,63.7099234358177,"3"
"上海市","2016",310100,3106010001610002,310000,60000,"8",16,0,34,3,3.39442284636184,2.40631213103395,3.08593341599324,"上海",0.0493876229595863,0.121545872633669,0.6978,"上海市",8.52052408960334,31.4034478633859,6430,1,"east",6430,11.0020998412042,8.76888532613486,2.25344989871692,63.7099234358177,"3"
"云南省","2014",530100,5301010005700001,530000,60000,"11",19,0,31,4,3.00662839070463,2.99602323256257,3.11528091854184,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,11.0020998412042,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5301010005100001,530000,12000,"3",12,0,32,5,3.45244836577434,2.04401655201807,2.88578532799038,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,9.39266192877014,6.58063913728495,1.41471773683248,1.53862487147234,"2"
"云南省","2014",530100,5301010005100004,530000,50000,"7",12,1,36,5,2.98796040504156,2.04401655201807,2.74300074288323,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,10.8197782844103,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5301010005200001,530000,50000,"13",16,1,27,4,3.42715198940665,2.37201081821595,3.18765272587304,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,10.8197782844103,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5301010005200002,530000,40000,"11",9,1,54,3,3.3793207664349,2.33804631644808,2.72473468192877,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,10.5966347330961,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5302010013010003,530000,20000,"13",16,1,24,5,4.01211510170176,3.03191783328561,3.85054320431631,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,9.90348755253613,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5301010005700002,530000,60000,"7",15,1,40,4,2.95216877702825,2.99602323256257,3.03888341985436,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,11.0020998412042,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5301010007100002,530000,120000,"16",9,1,35,4,3.41559056479685,2.33804631644808,2.89293648134417,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,11.6952470217642,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5301010008710001,530000,60000,"14",19,1,38,5,3.23303674263266,2.40001016882767,3.19341644582112,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,11.0020998412042,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5302010013010002,530000,70000,"10",12,1,51,5,3.3793207664349,1.68205778405231,2.69160546153087,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,11.1562505210315,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5302010013210001,530000,75000,"14",16,0,27,5,2.78117637947386,3.03191783328561,2.94453789972545,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,11.2252433925184,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5301010000900002,530000,50000,"4",9,1,48,5,3.750946969201,2.04401655201807,3.57046852465641,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,10.8197782844103,6.58063913728495,1.41471773683248,1.53862487147234,"2"
"云南省","2014",530100,5301010001100001,530000,40000,"5",15,1,32,2,3.40023576298283,2.66604058264597,3.15157316705143,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,10.5966347330961,6.58063913728495,1.41471773683248,1.53862487147234,"2"
"云南省","2014",530100,5301010002500002,530000,50000,"7",12,1,30,3,3.58989614620028,2.37195253345241,3.11603804602886,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,10.8197782844103,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5301010002500003,530000,120000,"5",12,1,58,4,3.18966038321745,2.25802503205035,2.56804690367779,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,11.6952470217642,6.58063913728495,1.41471773683248,1.53862487147234,"2"
"云南省","2014",530100,5302010012410001,530000,70000,"4",12,1,47,4,2.94554038632362,2.01601720140635,2.42100666702967,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,11.1562505210315,6.58063913728495,1.41471773683248,1.53862487147234,"2"
"云南省","2014",530100,5301010009610002,530000,18000,"11",9,1,52,4,3.3716262027661,2.91600194816484,2.66080941044268,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,9.7981270368783,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5301010009810001,530000,20000,"13",17,0,27,3,2.59597085981295,3.57204876532415,2.78415837178321,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,9.90348755253613,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5302010006800001,530000,24000,"11",15,0,38,5,3.21219522982151,3.25802503205035,3.05607134880916,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,10.0858091093301,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5307010003310002,530000,26000,"7",9,0,45,4,3.64314059643238,2.07201590262979,3.32339206860822,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,10.1658518170036,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5.302010011e+15,530000,14000,"11",9,0,48,3,3.03571612127,2.38791145009522,2.40110003966937,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,9.5468126085974,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530100,5302010009800001,530000,50000,"3",16,0,26,5,3.56736129959622,2.40001016882767,3.35343901148847,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,10.8197782844103,6.58063913728495,1.41471773683248,1.53862487147234,"2"
"云南省","2014",530100,5307010001310001,530000,36000,"7",12,0,45,3,4.16274415679363,2.66604058264597,3.40750309892415,"昆明",0.021173885608462,0.144030261306299,0.5367,"昆明市",3.11532469743426,8.90729708959022,720,1,"west",720,10.4912742174382,6.58063913728495,1.41471773683248,1.53862487147234,"3"
"云南省","2014",530800,5303020003300001,530000,5000,"1",6,1,49,2,3.38149429358299,1.34594156655941,2.47108273133631,"普洱",0.00543778395149497,0.12642713971227,0.3597,"普洱市",3.1557570527373,9.01054734073995,9,1,"west",9,8.51719319141624,2.30258509299405,1.42449461453535,1.53862487147234,"1"
"云南省","2014",530800,5303010002800001,530000,30000,"1",9,0,52,3,3.19352724415845,1.04202816829935,2.34129031501136,"普洱",0.00543778395149497,0.12642713971227,0.3597,"普洱市",3.1557570527373,9.01054734073995,9,1,"west",9,10.3089526606443,2.30258509299405,1.42449461453535,1.53862487147234,"1"
"云南省","2014",530400,5304010001900002,530000,20000,"1",9,1,40,5,3.96211035158192,1.40001016882767,2.78977503556129,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,9.90348755253613,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5.304010002e+15,530000,36000,"5",9,1,44,4,3.57616119444239,0.398021785108957,2.07237866804396,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,10.4912742174382,2.63905732961526,1.64861494534887,1.53862487147234,"2"
"云南省","2014",530400,5304020003010001,530000,32000,"1",5,1,33,4,3.7740698184206,0.942071199821382,2.2468754521892,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,10.3734911817819,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010004300001,530000,10000,"1",3,0,44,4,3.58440943520315,1.67194744903858,2.92763655134816,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,9.21034037197618,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010002200001,530000,9600,"8",15,0,41,4,3.44250679122067,2.28994286533596,2.54602204991195,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,9.16951837745593,2.63905732961526,1.64861494534887,1.53862487147234,"3"
"云南省","2014",530400,5304010002200003,530000,42600,"4",12,0,47,4,3.40402914018705,2.2740422334567,2.89096190987949,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,10.6596095322575,2.63905732961526,1.64861494534887,1.53862487147234,"2"
"云南省","2014",530400,5304010001600003,530000,6000,"1",9,1,38,5,3.7894981039714,1.68199949928878,3.00623144127515,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,8.69951474821019,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010003500003,530000,5000,"1",9,0,56,4,3.38156777731977,1.97591913206217,2.34757822634154,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,8.51719319141624,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304020003310001,530000,6000,"1",6,1,46,4,3.7740698184206,0.628047466547588,2.7270853407155,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,8.69951474821019,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010003100001,530000,3000,"1",3,0,48,4,3.3793207664349,1.31794221594768,2.51509338278759,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,8.00636756765025,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010000100003,530000,30000,"8",9,0,24,5,3.44088694116454,2.07201590262979,3.19028909741054,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,10.3089526606443,2.63905732961526,1.64861494534887,1.53862487147234,"3"
"云南省","2014",530400,5304010003200003,530000,1000,"8",9,0,31,5,3.8311811295937,1.37201081821595,2.95790241162863,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,6.90775527898214,2.63905732961526,1.64861494534887,1.53862487147234,"3"
"云南省","2014",530400,5304010004300002,530000,5000,"1",6,1,40,4,3.82569441859657,2.0100520502502,3.13811556801711,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,8.51719319141624,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010003400002,530000,10000,"1",9,1,52,2,3.60363109795817,2.60197821489104,2.69556814237263,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,9.21034037197618,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010004400001,530000,15000,"8",9,0,37,4,3.78504324041486,2.03191783328561,2.84826591950754,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,9.61580548008435,2.63905732961526,1.64861494534887,1.53862487147234,"3"
"云南省","2014",530400,5304010002300002,530000,3000,"1",8,1,49,4,3.98077833724498,1.58607758301178,2.94523064335311,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,8.00636756765025,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010002400001,530000,5000,"11",9,0,38,4,3.79273780408366,1.33997641540326,2.29530484310049,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,8.51719319141624,2.63905732961526,1.64861494534887,1.53862487147234,"3"
"云南省","2014",530400,5304010004700002,530000,3000,"1",6,1,60,2,3.7663752547518,1.34594156655941,2.76604989772552,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,8.00636756765025,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010002400002,530000,13000,"15",3,1,46,4,3.98681872533407,1.01198214920538,3.10109269276653,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,9.47270463644367,2.63905732961526,1.64861494534887,1.53862487147234,"3"
"云南省","2014",530400,5304020003510001,530000,10000,"1",9,1,56,2,3.36065278077184,1.98801785079462,2.81668704492736,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,9.21034037197618,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010002700002,530000,10000,"1",9,1,47,4,3.41010385379972,1.69602831697641,2.99133028154205,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,9.21034037197618,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010004600001,530000,36000,"13",12,1,41,5,3.60856413186334,2.01601720140635,3.35675640135794,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,10.4912742174382,2.63905732961526,1.64861494534887,1.53862487147234,"3"
"云南省","2014",530400,5304010002700004,530000,10000,"8",12,0,28,5,3.6168123726241,2.91600194816484,3.33065466614832,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,9.21034037197618,2.63905732961526,1.64861494534887,1.53862487147234,"3"
"云南省","2014",530400,5304020000110001,530000,20000,"1",9,1,40,4,3.57892272420602,1.31794221594768,2.29249523094634,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,9.90348755253613,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304020003610002,530000,4000,"1",2,0,48,4,3.6052509480143,0.700005084413836,2.3111557255208,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,8.29404964010203,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010001400002,530000,15000,"1",3,0,49,5,3.7779366793616,0.65598853239577,2.17234908078459,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,9.61580548008435,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304010004600002,530000,19800,"8",12,0,39,4,4.01211510170176,2.05792880017862,3.40497398681814,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,9.89343721668263,2.63905732961526,1.64861494534887,1.53862487147234,"3"
"云南省","2014",530400,5304020000510002,530000,5000,"1",6,0,36,3,3.41559056479685,1.98801785079462,3.08031457232841,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,8.51719319141624,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530400,5304020002810001,530000,3000,"1",9,1,60,3,4.01318127466593,0.683987883007491,2.22244203858265,"玉溪",0.012155497757986,0.155544064644095,0.3,"玉溪市",4.19977286772035,11.992984258929,13,1,"west",13,8.00636756765025,2.63905732961526,1.64861494534887,1.53862487147234,"1"
"云南省","2014",530800,5303020002600001,530000,2000,"1",6,1,52,2,2.93519412515809,1.72794615026202,2.22201598998985,"普洱",0.00543778395149497,0.12642713971227,0.3597,"普洱市",3.1557570527373,9.01054734073995,9,1,"west",9,7.60090245954208,2.30258509299405,1.42449461453535,1.53862487147234,"1"
"云南省","2014",530800,5303020002700001,530000,2000,"1",3,1,37,4,3.23031156139916,0.628047466547588,1.98217518679397,"普洱",0.00543778395149497,0.12642713971227,0.3597,"普洱市",3.1557570527373,9.01054734073995,9,1,"west",9,7.60090245954208,2.30258509299405,1.42449461453535,1.53862487147234,"1"
"云南省","2014",530800,5303020002800001,530000,2000,"1",7,1,50,1,3.18093397210805,1.67393583275729,2.43075363448359,"普洱",0.00543778395149497,0.12642713971227,0.3597,"普洱市",3.1557570527373,9.01054734073995,9,1,"west",9,7.60090245954208,2.30258509299405,1.42449461453535,1.53862487147234,"1"
"云南省","2014",530800,5303020002800002,530000,2000,"1",2,0,51,3,3.25833311900035,1.649913249583,2.46867023061626,"普洱",0.00543778395149497,0.12642713971227,0.3597,"普洱市",3.1557570527373,9.01054734073995,9,1,"west",9,7.60090245954208,2.30258509299405,1.42449461453535,1.53862487147234,"1"
